table,error,time
"PRD_ACTIVEMRS_VS_GRANITEOP2","success","2025-02-04 09:49:39",0.5527920722961426
"PRD_CR_DR_RBM_STC_GL_SUM","success","2025-02-04 09:49:42",3.238206624984741
"PRD_DIA_PRICEMAT_CLEANUP_MV","success","2025-02-04 09:49:42",0.2672100067138672
"PRD_VSAT_PRICEMAT_CLEANUP_MV","success","2025-02-04 09:49:42",0.35596227645874023
"PRD_ERPVSGRANITEDIA_RECON12","success","2025-02-04 09:49:57",14.395435810089111
"PRD_ACTIVEDIA_MV","success","2025-02-04 09:49:58",0.6835002899169922
"PRD_DYNAMICS_RANK_GRANITE","success","2025-02-04 09:49:58",0.27355265617370605
"PRD_GRANITE_VSAT_MV","success","2025-02-04 09:49:58",0.2712278366088867
"PRD_ACTIVEVSAT_MV","success","2025-02-04 09:49:59",1.077343463897705
"PRD_DYNAMICS_RANK_AGW","success","2025-02-04 09:49:59",0.2805905342102051
"PRD_CUST_COMPLAINT_VSAT_DIA","success","2025-02-04 09:50:02",2.6116132736206055
"MP_CLOUD_SETTLEMTN3","success","2025-02-04 09:50:33",30.48906397819519
"PRD_PJCT_BILL_FINANCIAL_L1_MV","success","2025-02-04 09:50:37",4.146778106689453
"PRD_GRANITEMS_STCSGL_MV","success","2025-02-04 09:51:09",31.85650873184204
"PRD_CLOUD_SUBS_ERROR_MV","success","2025-02-04 09:52:36",87.12428998947144
"PRD_L1_ERP_GRAN_MDS","success","2025-02-04 09:53:08",32.40767455101013
"STCS_MP_INVOICES_MV_GROUPED","success","2025-02-04 09:53:09",0.9843809604644775
"VDC_USAGE_REPORT_MV_GROUPED","success","2025-02-04 09:53:12",3.0605812072753906
"PRD_GRA_RANK_DIA_TEST","success","2025-02-04 09:54:26",73.33515357971191
"PRD_GRA_RANK_VSAT_TEST","success","2025-02-04 09:54:37",11.326722621917725
"PRD_PROJECTS_EXPIRED_CHECK","success","2025-02-04 09:54:42",5.170428276062012
"PRD_MIDDLEWARE_EVENTLOG_MV","success","2025-02-04 10:00:15",332.8717608451843
"STCS_ERPVSGL_NEW_VSAT_MV","success","2025-02-04 10:01:19",63.956459760665894
"PRD_GRANITE_RANK_OP","success","2025-02-04 10:02:22",63.39268612861633
"PRD_PROJECTS_COST_MERGED_MV","success","2025-02-04 10:03:17",54.643892765045166
"PRD_ERP_DYNAMIC_DIA_MV","success","2025-02-04 10:03:17",0.24642205238342285
"PRD_DYNBANDWIDTH_MV_ERP","success","2025-02-04 10:03:18",0.25044727325439453
"PRD_ERP_VSAT_GL_CLEANUP2_MV","success","2025-02-04 10:03:18",0.686887264251709
"PRD_GL_ERP_MV","success","2025-02-04 10:04:18",59.164379835128784
"PRD_ERP_DIA_GL_CLEANUP2_MV","success","2025-02-04 10:04:19",1.2749083042144775
"PROJECTS_GL","success","2025-02-04 10:04:24",4.943396329879761
"STC_GL_RBM_MV_AGGREGATED_2MV","success","2025-02-04 10:04:26",2.158691883087158
"PRD_INFO_PRICE_SUB_DEAL_BCS_MV","success","2025-02-04 10:04:26",0.29507994651794434
"PRD_CLOUD_SUBVSINVOICE_MV","success","2025-02-04 10:04:27",0.397291898727417
"PRD_VDC_USG_MP_SUBS_PRICELIST_MV","success","2025-02-04 10:06:38",130.99416136741638
"STCS_MP_SUBS_MV","success","2025-02-04 10:09:06",148.6442630290985
"PRD_GRANITE_VSAT_CANCELLED_MV","success","2025-02-04 10:09:10",3.4803948402404785
"PRD_ERP_BILLING_CN_VALIDATION","success","2025-02-04 10:09:11",1.0472326278686523
"PRD_DIA_VSAT_GR_ER_MAP_PROJ_MV","success","2025-02-04 10:09:31",19.74220085144043
"PRD_DYNAMICS_RANK_MRS_MV","success","2025-02-04 10:09:32",1.1367366313934326
"PRD_MN_TREND_CUSTOMER_SUB_USG1","success","2025-02-04 10:09:32",0.3681638240814209
"PRD_REVENUE_TREND_GL","success","2025-02-04 10:09:33",1.3141827583312988
"PRD_MONTHLY_REVENUE_GL_CDR_1","success","2025-02-04 10:09:34",0.22997665405273438
"PRD_MONTHLY_REVENUE_GL_CDR_2","success","2025-02-04 10:09:34",0.21644973754882812
"STCS_MP_INVOICES_VI_CDR_MV","success","2025-02-04 10:21:44",729.6109149456024
"PRD_STCGL_ERP_BILLING_1MV","success","2025-02-04 10:26:08",264.45037722587585
"STCS_STC_GLVSERP_DIA_MV","success","2025-02-04 10:26:19",10.539100885391235
"PRD_STCS_GL_MRS_MV","success","2025-02-04 10:26:19",0.7563295364379883
"PRD_STCS_GL_MRS_MV1","success","2025-02-04 10:26:20",0.471235990524292
"PRD_STCS_GL_SHABIK_MV","success","2025-02-04 10:26:21",0.6666457653045654
"PRD_STCS_GL_SHABIK_MV1","success","2025-02-04 10:26:21",0.23716092109680176
"PRD_STCS_GL_EMM_MV1","success","2025-02-04 10:26:21",0.23489117622375488
"PRD_STCS_GL_EMM_MV","success","2025-02-04 10:26:22",0.66227126121521
"PRD_STCS_GL_CLOUD_MV","success","2025-02-04 10:26:22",0.46326613426208496
"PRD_STCS_GL_CLOUD_MV1","success","2025-02-04 10:26:22",0.23720908164978027
"PRD_STCS_GL_INFOFI_MV1","success","2025-02-04 10:26:23",0.27405667304992676
"PRD_STCS_GL_INFOFI_MV","success","2025-02-04 10:26:23",0.31537365913391113
"PRD_STCS_GL_FLEET_MV","success","2025-02-04 10:26:24",0.6888158321380615
"PRD_STCS_GL_FLEET_MV1","success","2025-02-04 10:26:24",0.2338707447052002
"PRD_STCS_GL_ISPAN_MV","success","2025-02-04 10:26:25",0.698458194732666
"PRD_STCS_GL_ISPAN_MV1","success","2025-02-04 10:26:25",0.24253535270690918
"PRD_STCS_GL_RAQIB_MV","success","2025-02-04 10:26:26",0.6608791351318359
"PRD_STCS_GL_RAQIB_MV1","success","2025-02-04 10:26:26",0.23777341842651367
"PRD_STCS_GL_MODAR_MV1","success","2025-02-04 10:26:26",0.2754478454589844
"PRD_STCS_GL_MODAR_MV","success","2025-02-04 10:26:27",0.6630055904388428
"PRD_STCS_GL_MV1","success","2025-02-04 10:26:28",1.027372121810913
"PRD_STCS_GL_MV","success","2025-02-04 10:26:28",0.27587056159973145
"A_STC_CDR_INVOICES_RNK_MV","success","2025-02-04 10:33:14",405.8812789916992
"PRD_ALL_PRD_RAW_CASES","success","2025-02-04 10:33:15",0.6726260185241699
"PRD_EPM_PLAND_ACT_BASE_BILL_MV","success","2025-02-04 10:33:20",4.939128637313843
"PRD_EPM_PLAND_ACT_BASE_REV_MV","success","2025-02-04 10:33:24",4.631619215011597
"PRD_STCS_GL_MLS_MV1","success","2025-02-04 10:33:25",0.28611278533935547
"PRD_STCS_GL_MLS_MV","success","2025-02-04 10:33:25",0.32620739936828613
"PRD_STCS_GL_MES_MV1","success","2025-02-04 10:33:25",0.27330875396728516
"PRD_STCS_GL_MES_MV","success","2025-02-04 10:33:26",0.318997859954834
"PRD_CLOUD_INVOICE_CLEANUP_MV","success","2025-02-04 10:33:26",0.22668123245239258
"PRD_GRANITE_MRS_DELAY_CLEANUP","success","2025-02-04 10:36:10",164.25249409675598
"PRD_ACTIVEMRS_GRANITE_CRMASSET","success","2025-02-04 10:36:11",0.9268081188201904
"PRD_GRANITE_RANK_CRMASSET","success","2025-02-04 10:36:12",0.6010940074920654
"PRD_GRANITE_MS_DELAY_CLEANUP","success","2025-02-04 10:36:14",1.8848872184753418
"STC_GL_RBM_R_1MV","success","2025-02-04 10:41:10",296.6981739997864
"STC_GL_RBM_U_1MV","success","2025-02-04 10:41:11",0.6275327205657959
"PRD_RBM_GL_ERP_SUM_MV","success","2025-02-04 10:41:12",1.2311279773712158
"PRD_DIA_PRICEMAT_RECON","success","2025-02-04 10:41:12",0.25844883918762207
"PRD_RBM_GL_VS_STCS_GL","success","2025-02-04 10:41:41",28.262933015823364
"PRD_RBM_GL_VS_EMAILS_REF","success","2025-02-04 10:41:58",17.493850469589233
"PRD_VSAT_PRICEMAT_RECON","success","2025-02-04 10:41:59",0.3031144142150879
"PRD_CLOUD_PRICELIST_SUB_MV","success","2025-02-04 10:42:00",0.9875965118408203
"PRD_DELAY_DEV_DIA_CLEANUP_MV","success","2025-02-04 10:42:11",11.279266595840454
"PRD_DELAY_DEL_VSAT_CLEANUP_MV","success","2025-02-04 10:42:18",7.177107572555542
"PRD_ERPVSGRANITEDIA_RECON12_MV","success","2025-02-04 10:42:18",0.35734033584594727
"PRD_GRANITEVSACTIVE_BANDWIDTH","success","2025-02-04 10:42:19",0.2585606575012207
"PRD_ERPVSGRANITEDIA_BANDWIDTH","success","2025-02-04 10:42:30",10.81841492652893
"PRD_GRANITEACTIVEDIA_RECON12","success","2025-02-04 10:42:30",0.5299315452575684
"MP_CLOUD_SETTLEMTN2","success","2025-02-04 10:42:51",20.91314721107483
"PRD_DYNBANDWIDTH_MV","success","2025-02-04 10:42:51",0.2723829746246338
"STCS_ERP_RA_REPORT_MV","success","2025-02-04 10:43:00",8.611021518707275
"STC_GR_LAST","success","2025-02-04 10:43:03",2.5738749504089355
"STCS_DYNAMICS_MV","success","2025-02-04 10:43:03",0.26926755905151367
"PRD_DYNBANDWIDTH_MV_AGW","success","2025-02-04 10:43:03",0.2611103057861328
"PRD_DIA_TICKET_RECON_ROOTCAUSE","success","2025-02-04 10:43:03",0.2277822494506836
"PRD_VSAT_TICKET_RECON_ROOTCAUSE","success","2025-02-04 10:43:04",0.21234512329101562
"PRD_CLOUD_TRIALPERIOD_RECON_MV","success","2025-02-04 10:43:04",0.611708402633667
"PRD_LOG_MP_DNS_RAW_MV","success","2025-02-04 10:43:05",0.33020639419555664
"PRD_VMWARE_PUBCLOUD_CUST_MP_MV","success","2025-02-04 10:43:05",0.27318620681762695
"PRD_EVENT_LOG_VS_MP_SUBS_MV","success","2025-02-04 10:43:05",0.5371742248535156
"PRD_PROJECTS_CLOUD_EXP","success","2025-02-04 10:43:06",1.0811681747436523
"PRD_CLOUD_ORDER_PEND_RECON_MV","success","2025-02-04 10:43:07",0.22542190551757812
"PRD_PROJECT_ACTIVE_CLOUD_MV","success","2025-02-04 10:43:08",1.0305006504058838
"PRD_LOG_MP_FILEVALT_RAW_MV","success","2025-02-04 10:43:08",0.7121756076812744
"PRD_VDC_VS_MP_SUBS_MV","success","2025-02-04 10:43:16",7.649502277374268
"PRD_LOG_MP_BKP_AS_A_SERVICE_MV","success","2025-02-04 10:43:16",0.23546051979064941
"PRD_MN_TREND_CUSTOMER_CLOUD","success","2025-02-04 10:43:17",0.22545576095581055
"PRD_MTREND_CUST_CLOUD_PRODUCTS","success","2025-02-04 10:43:17",0.2385878562927246
"STCS_ERP_DUPLACTE_ACTIVE","success","2025-02-04 10:43:17",0.3297288417816162
"PRD_BILL_SUB_INV_WITHOUT_PO_MV","success","2025-02-04 10:43:18",0.4645812511444092
"PRD_PRBILL_L1_GRA_MS_STCSGL_MV","success","2025-02-04 10:43:33",14.97428822517395
"PRD_REVENUE_GLVSINVOICES","success","2025-02-04 10:43:33",0.3086812496185303
"PRD_VDC_MP_SUBS_INVOICES_MV","success","2025-02-04 10:43:39",5.76259708404541
"PRD_ERP_GRDIA_ACTDEACT_RECON","success","2025-02-04 10:43:39",0.46025824546813965
"PRD_ERP_GRVSAT_ACTDEACT_RECON","success","2025-02-04 10:43:40",0.39660215377807617
"PRD_PROJECTS_EXPIRED_DIA","success","2025-02-04 10:43:40",0.26078367233276367
"PRD_MID_WARE_EVENTLOG_RECON_MV","success","2025-02-04 10:44:31",50.638564109802246
"PRD_STCS_ERPVSGL_NEWSUM_VSATMV","success","2025-02-04 10:44:33",2.212151527404785
"PRD_VMWARE_PRICE_RECON_MV","success","2025-02-04 10:45:39",66.22640419006348
"PRD_CUSTOMER_COMPLAINT_MRS","success","2025-02-04 10:45:39",0.3682076930999756
"PRD_ACTIVEMRS_VS_GRANITERANKOP","success","2025-02-04 10:45:46",6.18354058265686
"PRD_MRS_INCIDENT_SERVICES_MV","success","2025-02-04 10:45:52",6.628020763397217
"PRD_COLO_DCO_ALL_VS_MP_SUB_MV","success","2025-02-04 10:45:53",0.7647240161895752
"PRD_REG_CAN_VS_ISPAN_REV_MV","success","2025-02-04 10:45:58",4.928079605102539
"PRD_COST_MERGED_VS_FINA_L1_MV","success","2025-02-04 10:46:01",2.689284563064575
"PRD_DYNAMICVSGRANITE_WIFI_REC","success","2025-02-04 10:46:01",0.39811158180236816
"PRD_DYNAMICS_RAQIB_CAN_RECON","success","2025-02-04 10:46:01",0.2519960403442383
"PRD_DYN_RAQIB_UPL_PRI_RECON_MV","success","2025-02-04 10:46:02",0.26619791984558105
"PRD_STCS_ERPVSGL_NEW_SUM_MV","success","2025-02-04 10:46:03",1.6118409633636475
"PRD_PROJECTS_EMP_L1_L3_MV","success","2025-02-04 10:48:37",153.90145111083984
"PRD_DELAY_DEV_PROJECTS","success","2025-02-04 10:48:39",2.0054306983947754
"PRD_CAN_PR_STCS_RAISED_INVOICE","success","2025-02-04 10:48:47",7.939907550811768
"PRD_OPVSERP_MV","success","2025-02-04 10:48:51",3.4816031455993652
"PRD_PROJECTS_L1VI_L3_MARGIN_MV","success","2025-02-04 10:48:55",3.95497727394104
"PRD_PRJCT_BILING_ALCN_FIN_L1","success","2025-02-04 10:48:55",0.40014195442199707
"PRD_PROJ_CLOUD_ACT_STANDARD_MV","success","2025-02-04 10:48:57",2.1064538955688477
"PRD_CEA_VS_FINANCIAL_L1_MV","success","2025-02-04 10:48:58",0.3583681583404541
"PRD_SERVICES_PL_PROV_L1_SAMP","success","2025-02-04 10:48:58",0.284137487411499
"PRD_PROJECTS_L1_STAGNANT_MV","success","2025-02-04 10:49:08",10.205745697021484
"PRD_PROJECT_AP_PO_INV_VS_L1_MV","success","2025-02-04 10:49:17",8.90223479270935
"PRD_CREDIT_ADJUST_PROJECT_MV","success","2025-02-04 10:49:19",2.454179286956787
"PRD_COST_REV_OUTSOURCE_DETAILS","success","2025-02-04 10:49:26",6.413642644882202
"PRD_COST_REV_OUTSOURCING_RECON","success","2025-02-04 10:49:32",6.265809774398804
"PRD_PROJECT_ACTIVE_STANDARD_MV","success","2025-02-04 10:49:34",2.082242250442505
"PRD_DIA_MDS_L1_PROJECT_SAMP_MV","success","2025-02-04 10:49:35",0.7335319519042969
"PRD_PROJECT_ERP_VS_L1_PO","success","2025-02-04 10:49:37",1.8075942993164062
"PRD_L1_ERP_GRAN_DIA","success","2025-02-04 10:49:37",0.43664026260375977
"PRD_DYNERP_BANDWIDTH","success","2025-02-04 10:49:38",0.23390507698059082
"PRD_ERP_VSAT_GL_RECON_MV","success","2025-02-04 10:49:39",1.356323003768921
"PRD_ERP_DIA_GL_RECON_MV","success","2025-02-04 10:49:42",2.9514925479888916
"PRD_STCGL_VS_PROJECT_L1","success","2025-02-04 10:49:48",5.9641501903533936
"PRD_MONTHLY_TREND_REVENUE_GL_MV","success","2025-02-04 10:49:48",0.23305630683898926
"PRD_INVOICE_VS_EMAIL_GLRECON","success","2025-02-04 10:49:49",0.4648623466491699
"PRD_CONTRACT_SHARE_RECON_CLOUD","success","2025-02-04 10:49:49",0.29284238815307617
"PRD_MONTHLY_TREND_REV_GL_VSAT","success","2025-02-04 10:49:49",0.22043275833129883
"PRD_MP_BCS_VS_BCS_SUB_INFO_MV","success","2025-02-04 10:49:50",0.6118927001953125
"PRD_CLOUD_SUBVSINV_RECON","success","2025-02-04 10:49:50",0.24335598945617676
"PRD_VDC_PRICERECON_MV","success","2025-02-04 10:51:13",82.70864510536194
"PRD_CLOUD_INCIDENT_SERVICE_MV","success","2025-02-04 10:51:13",0.6426906585693359
"PRD_GRANITE_VSAT_CANCELLED2_MV","success","2025-02-04 10:51:15",1.6986918449401855
"PRD_SAMPL_VALIDATION_DIA_VSAT","success","2025-02-04 10:51:15",0.21205401420593262
"PRD_DYNAMICS_GRANITEMRS_RECON","success","2025-02-04 11:03:30",734.9347877502441
"PRD_DYNVSACTIVE_MRS_RECON_MV","success","2025-02-04 11:03:33",2.5350804328918457
"PRD_DYNVSACTIVE_MRS_RECON_MV2","success","2025-02-04 11:03:35",1.858161449432373
"PRD_DYNAMICVSGRANITE_MRS_RECON","success","2025-02-04 11:04:56",81.07998633384705
"PRD_DYNVSGRANITE_MRS_RECON_2","success","2025-02-04 11:06:10",74.503586769104
"PRD_DYNVSERP_RECON12","success","2025-02-04 11:06:11",0.27530431747436523
"PRD_MN_TREND_CUSTOMERSCLOUD_USAGE","success","2025-02-04 11:06:11",0.29796433448791504
"PRD_MN_TREND_CUSTOMERCLOUD_SUB","success","2025-02-04 11:06:11",0.224945068359375
"PRD_REVENUE_TREND_GL_2","success","2025-02-04 11:06:12",0.33775949478149414
"PRD_BILL_SUBS_INV_WITHOUT_PO","success","2025-02-04 11:12:33",381.887987613678
"PRD_CLOUD_CDR_VS_INVOICES","success","2025-02-04 11:16:13",219.44535636901855
"PRD_CLOUD_MN_GL_CDR_TREND_RPT","success","2025-02-04 11:16:13",0.22336149215698242
"PRD_MP_EXPIRED_DEALS","success","2025-02-04 11:16:14",0.8410658836364746
"PRD_GRANITE_MRS_CAN_RECON","success","2025-02-04 11:16:33",18.656225442886353
"PRD_MN_TREND_GRANITE_MRS","success","2025-02-04 11:17:54",81.41492795944214
"PRD_MRS_SERVICE_CASES_MV","success","2025-02-04 11:19:15",80.60394358634949
"ERP_BILLING_VALIDATION","success","2025-02-04 11:25:00",344.81031107902527
"PRD_ERP_CLEANUP3_MV","success","2025-02-04 11:25:13",13.360899925231934
"PRD_DIA_VSAT_SUM_RECOG_MV","success","2025-02-04 11:25:20",6.850334644317627
"PRD_DIA_VSAT_TOTAL_RECOG_MV","success","2025-02-04 11:25:25",5.321250677108765
"PRD_CREDIT_NOTE_DIA_VSAT_RECON","success","2025-02-04 11:25:26",0.7396993637084961
"PRD_DIA_VSAT_ERP_RECOG_CORP_MV","success","2025-02-04 11:25:30",3.960357666015625
"PRD_NEW_DYN_OL_ERP_SAME_CM_MV","success","2025-02-04 11:25:31",0.6682376861572266
"PRD_STCGL_ERP_BILLING_OTHERS_RECON","success","2025-02-04 11:25:31",0.6662390232086182
"PRD_STCGL_ERP_BILLING_DIA_VSAT_RECON","success","2025-02-04 11:25:31",0.2806992530822754
"PRD_MONTHLY_TREND_REV_GL_OTHERS","success","2025-02-04 11:25:32",0.4814269542694092
"PRD_MONTHLY_TREND_REV_GL_DIA_VSAT","success","2025-02-04 11:25:32",0.29207396507263184
"PRD_CONTRACT_SHARE_RECONS","success","2025-02-04 11:25:37",4.798105955123901
"PRD_STCS_GL_MON_TREND_FLEET_MV","success","2025-02-04 11:25:47",9.441888809204102
"PRD_SERVICE_DEV_ACT_GL_FLEET","success","2025-02-04 11:25:59",12.033351421356201
"PRD_BILLING_FINANCL1_STCSGL_MV","success","2025-02-04 11:26:49",50.01810336112976
"PRD_GL_SAMPLE_PRODUCT_MV","success","2025-02-04 11:29:00",131.1689167022705
"PRD_STCSREV_VS_EMAIL_MRS","success","2025-02-04 11:29:11",11.16365933418274
"PRD_ERP_GL_DIA_AGE_DNS_CR_MV","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01427: single-row subquery returns more than one row ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-02-04 11:29:15",3.835932493209839
"PRD_CEA_V_TAWASOL_VS_GL_DET_MV","success","2025-02-04 11:29:48",32.76084542274475
"PRD_PMATRIX_VS_STCSGL_FLEET","success","2025-02-04 11:30:04",16.01650643348694
"PRD_TAWASOL_DIA_VSAT_ALL_GL_MV","success","2025-02-04 11:31:25",81.29609251022339
"PRD_STCSREV_VS_EMAIL_SHABIK","success","2025-02-04 11:31:36",10.862512111663818
"PRD_ERP_GL_VSAT_AGE_DNS_CR_MV","success","2025-02-04 11:31:50",14.061178922653198
"PRD_STCSREV_VS_EMAIL_EMM","success","2025-02-04 11:32:01",10.904111385345459
"PRD_STCSREV_VS_EMAIL_CLOUD","success","2025-02-04 11:32:12",10.923524379730225
"PRD_STCGL_PROJBILL_L1_MLS","success","2025-02-04 11:32:29",17.0971782207489
"PRD_STCSREV_VS_EMAIL_INFOFI","success","2025-02-04 11:32:40",10.874870538711548
"PRD_STCSREV_VS_EMAIL_FLEET","success","2025-02-04 11:32:51",11.006423234939575
"PRD_STCS_GL_PO_CHECK_MV","success","2025-02-04 11:35:02",130.7847957611084
"PRD_CEA_TAWASOL_GL_SUM_MV","success","2025-02-04 11:35:35",32.96258330345154
"PRD_STCSREV_VS_EMAIL_ISPAN","success","2025-02-04 11:35:45",10.894052267074585
"PRD_STCSREV_VS_EMAIL_RAQIB","success","2025-02-04 11:35:56",10.802696228027344
"PRD_STCS_GL_VS_PM_FLEET_MV","success","2025-02-04 11:36:14",17.860119581222534
"PRD_STCSREV_VS_EMAIL_MODAR","success","2025-02-04 11:36:25",11.08322525024414
"PRD_DIA_VSAT_PAYMENT_ANA_MV","success","2025-02-04 11:36:42",16.304025173187256
"PRD_RAQIB_DYN_VS_GL_MV","success","2025-02-04 11:36:44",2.6927578449249268
"PRD_STCS_VS_CORP_REV_DIA_VSAT","success","2025-02-04 11:36:45",0.22309279441833496
"PRD_CLOUD_INVOICESVSCDRS_MV","success","2025-02-04 11:38:01",75.95220971107483
"PRD_CLOUD_CDR_STCGL_MV","success","2025-02-04 11:40:37",156.83829259872437
"STCS_CLOUD_INVOICESVSCDRS_MV","success","2025-02-04 12:13:43",1985.9433393478394
"PRD_MS_INCIDENT_SERVICES_MV","success","2025-02-04 12:13:44",0.23284053802490234
"PRD_MS_SERVICE_CASES_MV","success","2025-02-04 12:13:44",0.261019229888916
"PRD_LOG_MP_BKP_AS_SERVICE_2_MV","success","2025-02-04 12:13:52",8.20616865158081
"PRD_STCSREV_VS_EMAIL_MLS","success","2025-02-04 12:14:03",10.882915735244751
"PRD_STCSREV_VS_EMAIL_MES","success","2025-02-04 12:14:14",10.908852577209473
"PRD_CONTRACT_SHARE_RECONS_MSS","success","2025-02-04 12:19:48",333.94144344329834
"PRD_CONTRACT_SHARE_REC_INFOFI","success","2025-02-04 12:19:54",6.611877918243408
"PRD_CONTRACT_SHARE_RECONS_MES","success","2025-02-04 12:20:01",6.753987073898315
"PRD_CONTRACT_SHARE_REC_WI_FI","success","2025-02-04 12:20:08",6.672118425369263
"PRD_CONTRACT_SHARE_RECONS_ML","success","2025-02-04 12:20:13",4.797396421432495
"PRD_CONTRACT_SHARE_RECON_ISPAN","success","2025-02-04 12:24:23",250.0216383934021
"PRD_CONTRACT_SHARE_RECONS_MRS","success","2025-02-04 12:28:37",253.72766065597534
"PRD_CONTRACT_SHARE_RECON_FLEET","success","2025-02-04 12:32:48",251.1938157081604
"PRD_CONTRACT_SHARE_RECON_DIGIT","success","2025-02-04 12:36:59",251.69094800949097
"PRD_STCS_GL_SHABIK_","success","2025-02-04 12:37:00",0.6903202533721924
"PRD_REV_GL_VALIDATION","success","2025-02-04 12:37:28",27.705800533294678
"PRD_CLOUD_NUMBEROFINVOICES_SUB_MV","success","2025-02-04 12:37:28",0.2638065814971924
"STCS_ERP_EXPIRY_DATE_CHANGE_MV","success","2025-02-04 12:37:29",0.394864559173584
"PRD_DELAY_DEV_MRS_RECON","success","2025-02-04 12:37:41",12.444592475891113
"PRD_ACTVSGRA_MRS_BANDWIDTH","success","2025-02-04 12:37:42",0.8671596050262451
"PRD_ACTIVEGRANITEMRS_RECON12","success","2025-02-04 12:37:58",16.174747228622437
"PRD_DELAY_DEV_MS_RECON","success","2025-02-04 12:37:59",0.9185287952423096
"PRD_DIA_VSAT_GR_ER_MAP_PROJ_MV2","success","2025-02-04 12:38:19",19.73435091972351
"PRD_MNS_GL_INVOICES_RECON","success","2025-02-04 12:38:22",2.931002378463745
"PRD_FLEET_GL_INVOICES_RECON","success","2025-02-04 12:38:40",17.988386631011963
"PRD_CLOUD_GL_INVOICES_RECON","success","2025-02-04 12:38:40",0.3424804210662842
"PRD_VSAT_GL_INVOICES_RECON","success","2025-02-04 12:38:43",2.9053826332092285
"PRD_DIGITALGS_GL_INVOICES_RECON","success","2025-02-04 12:38:46",2.7932026386260986
"PRD_DIGITAL_GL_INVOICES_RECON","success","2025-02-04 12:38:49",2.8735275268554688
"PRD_MRS_GL_INVOICES_RECON","success","2025-02-04 12:38:52",3.293879270553589
"PRD_AMALNET_GL_INVOICES_RECON","success","2025-02-04 12:38:55",2.6362369060516357
"PRD_ISPAN_GL_INVOICES_RECON","success","2025-02-04 12:38:57",2.7186951637268066
"PRD_MSS_GL_INVOICES_RECON","success","2025-02-04 12:39:00",2.598417043685913
"PRD_DIA_GL_INVOICES_RECON","success","2025-02-04 12:39:05",4.625549077987671
"PRD_RBM_GL_ERP_AGEING_DR_CR_MV","success","2025-02-04 12:39:06",0.8554205894470215
"PRD_DNS_CREDIT_ERP_SUM_MV","success","2025-02-04 12:39:06",0.4308040142059326
"PRD_CHARGE_APPLIED_RECON_DIA","success","2025-02-04 12:39:11",5.428377389907837
"PRD_PMATRIX_VS_STCSGL_MRS","error: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01722: invalid number ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1","2025-02-04 12:39:45",33.614723920822144
"PRD_MRS_DYN_WORK_MOVE_MV","success","2025-02-04 12:39:53",8.075737714767456
"PRD_REVN_GL_VS_RBM_GL","success","2025-02-04 12:39:53",0.29434895515441895
"PRD_REVN_GL_VS_RBM_GL_1","success","2025-02-04 12:39:54",0.25560879707336426
"PRD_CHARGE_APPLIED_RECON_VSAT","success","2025-02-04 12:39:59",5.481874942779541
"STCS_STC_GLVSERP_VSAT_MV","success","2025-02-04 12:40:33",33.624064207077026
"PRD_BILL_RPT_VALIDATION_CLOUD","success","2025-02-04 12:40:33",0.5166234970092773
"PRD_DELAY_DEV_DIA_RECON","success","2025-02-04 12:40:36",2.692941904067993
"PRD_DELAY_DEV_VSAT_RECON","success","2025-02-04 12:40:38",2.056760549545288
"PRD_ERPVSGRANITEVSAT_BANDWIDTH","success","2025-02-04 12:40:49",10.933177709579468
"PRD_ERPVSGRANITEVSAT_RECON12","success","2025-02-04 12:41:01",12.076332569122314
"PRD_VSAT_INCIDENT_SERVICE_MV","success","2025-02-04 12:41:02",0.5504302978515625
"MP_CLOUD_SETTLEMTN4","success","2025-02-04 12:41:02",0.27433228492736816
"PRD_DIA_INCIDENT_SERVICE_MV","success","2025-02-04 12:41:03",0.5345015525817871
